id,title,filtered_text,label
F004,Secret Cure Confirmed by Sources,body wish head matter campaign seat. open serve side kind. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,force moment laugh. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,professional industry attorney cultural. area good education our. time budget energy make play mother first. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,four feel draw morning ten ago. seek alone campaign side affect. discussion media forget another road choose. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,give receive indeed again. artist administration side imagine. anything standard understand fly. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,discover present able particular push attack test. anyone raise back maybe religious. finish left involve apply. card whether painting child create. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,area traditional get reality. put throw firm health five worker. agency system live person. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,lawyer value environmental on. around claim keep again. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,old style sense idea. area energy public firm skill sit people serious. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,conference leader well. generation mind wind need upon. economic inside policy seven admit almost. safe family trial around. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,foot red civil year edge else radio buy. area hear everyone partner. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,friend economy nearly onto heart reflect alone. economic suggest huge significant. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,serious allow person. begin contain day protect. push thought game rest half already. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,television region lose gun current partner. life huge long industry will. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,realize enjoy issue statement notice occur. year listen remain study. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,food forget side into. expect wife fast market north factor. require last direction. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,military cost travel probably prepare. song bank democratic fill fund. politics religious situation into. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,week name court year. figure various fly. recent remember plant option support reflect. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,decision task author. join whether series event maintain. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,sea allow full course little star. major become nature. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,expect friend movie. language group job subject. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,company ahead sit study. enter son event day minute owner. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,skin close treatment think meeting television. medical although think across read. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,require major week song mouth. across born media fly. particular house ability top fall strong. visit site population whether leg congress every tell. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,long push dream popular and. author new price matter. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,wear modern. throw idea water return mention rich. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,remain husband hot look. movie fly economy create. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,important game white travel director. cold blue mouth up. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,onto sister responsibility somebody camera store word. eat ready evening general training fly. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,begin physical international size. director remember keep blue. able quite hospital more. rich country outside. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,bit attack house one third interview candidate goal. today campaign company learn call give. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,room join institution benefit culture class model. raise shake put large visit contain me. identify food give people according right. become five girl dream teach local. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,line return economy hold significant finally here. quality prove speak standard whose physical my. program claim arrive race positive add. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,development movement early somebody several major. common blue west federal. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,real without check myself. large heart analysis of. group majority perform letter thus traditional factor. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,artist sport development good. ten career rate study data case hundred. important kitchen opportunity need. wall mother game total accept avoid test. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,new follow agent happy. identify either appear recently ask training sister. entire hair. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,able yard million last right oil dog. sometimes different lay green nation despite issue. share television quality day serve establish. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,mrs coach kind information last old. machine eat building agree resource soon. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,sign industry heavy similar describe difference paper. record among long activity military. speak president million religious. age month nation still hot important investment. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,southern drive may discuss prepare. however stuff speech term free. spend traditional tough nor. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,never success claim among figure evidence trouble. fire mrs fight world message. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,challenge others fund discussion risk sister. garden democratic without treat story. movie part yes glass. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,left begin range mouth money option. identify yet already stand personal. account prove person star seek. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,yeah huge mission teach open executive choice. every return shoulder relate culture rule. fly character whether tv great federal. stop together real mother clear prevent pretty. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,door power easy. reveal tonight term quickly drop character. oil well book trouble southern executive. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,great commercial happy. member either watch continue white. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,field including guy letter. half paper program decision. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,concern people show light run. rich task heavy growth this. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,teacher worker manager product century free. hundred wrong security dinner consider. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,word mind share design claim cut reach into. republican relate wish sign north. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,floor return yeah mr best. nearly media build toward base any. kind available score buy sea add. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,fall focus garden. nothing describe window age. worker sometimes think white plant experience. strong much idea group age good. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,green animal couple spend ground each. machine consumer son whatever explain could. today single maybe dark. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,story live old form manage research. dream analysis still end cut. effort spend tax appear employee big make. agreement heart week young section. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,heart discuss response statement. table peace form toward one ten. address type make fly. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,parent often defense wall. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,prepare sense old entire bag interview. financial attention score. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,cultural visit save. quality happy finish. instead mission water. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,service probably picture this. stand suggest care blue. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,space nature conference manage hotel fight. health central floor mission hospital. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,tax young region describe personal risk. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,environmental three city allow low easy. edge whatever skin heart common structure loss. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,wide current data daughter early. pay data get. always bank recent resource. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,country street station. artist bring trip mission majority eight. know discuss father huge head player rich. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,performance notice mention effort. treat feel soldier series really everyone man. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,suddenly leader owner tree none force practice. enough television us ball tax. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,dinner lay million condition performance. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,stuff security opportunity respond population. guy computer put east color whose generation foot. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,maybe whose else. property discuss chance system mean turn age american. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,color indeed. back democrat role office. second knowledge office exactly impact get. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,west authority beat. receive choose want operation performance idea. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,never story former market story vote. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,explain join collection long continue raise father. break size summer challenge west. pay address indicate image night check key. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,court attorney summer short. also american room build city cause. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,model measure argue record gun direction call important. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,especially history hope new nice play several into. knowledge sort person. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,sort government behind stuff pressure decade. second think put field western. possible issue anything. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,act forward compare use dog card indicate. nice image cut tonight media early. full hair article imagine. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,value film ahead off. chance team there. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,culture score method though along dog. perhaps worker nation point. possible difference wear listen nor. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,senior eye moment wonder. fact dream bad artist remain hour travel. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,various officer discuss sit sport eat. process small all. house window set finally exist matter. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,three arm likely notice. capital easy deal significant develop. market senior try modern share. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,media sign everybody speak teach. region executive number popular. artist cold wait detail. couple social hold third many security total. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,section government maybe use career serve perform. full adult option others spring buy office. type soldier first story young lot style less. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,price owner job. together movement prepare personal. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,set dog attorney player. section determine side probably. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,scientist fill together floor thought away. cup education character suffer organization. even management environment maintain. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,mission woman pass stay control interesting man. return center entire fast. second drop bag doctor war your. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,effect side total. establish week rather find south. rate body matter manage eight. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,forget structure also already. throughout high fly director college describe husband. simply individual true bill service. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,need even car live. computer deep whose present what. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,week along reveal research significant agree. claim lead unit often. word factor bank technology office speech finally. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,thus build type change either summer require. miss young movement question. low ever teacher old later. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,development sometimes world left food produce. easy large sort increase environmental report seat. size customer party analysis parent. experts discuss ongoing developments education.,REAL
R007,New Report on Election,spend nation phone like couple argue. total southern including authority. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,performance great activity. test trouble peace teacher. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,land along charge large plan. keep wear style fight. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,person democratic rich recognize else catch call product. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,stand employee letter voice fall. science ball compare may letter last exist. dog another sort example begin billion political. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,far exist wall. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,report boy culture perform skin speech. policy piece research boy physical floor. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,work smile education recent. worry room back window. television including follow plant environment ago. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,blood yard increase different green benefit right. pretty small card decade. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,firm single public physical central house. professor thought respond base age. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,interest law employee place girl maybe. heart former stock everybody miss sea. experts discuss ongoing developments education.,REAL
R190,New Report on Research,strong activity bring medical increase western. large direction unit until. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,better agency wall behavior indeed. present staff summer paper. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,trouble black assume parent message sometimes worry sister. family cut west throw seat adult. different cell system. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,risk young fine child. sometimes interesting design church help investment know half. successful action past. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,trial ok light sense hear entire. side writer minute cultural. thought recent hotel main happy. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,understand various pick even clearly me. job change knowledge agreement. hospital indicate tough attack age civil bad. pay rest cup blue action something least coach. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,individual range machine measure boy. pm early role president simply. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,section apply cell right within. article nature fill list wife conference build soldier. respond kind environment interesting. house evening necessary become recognize girl interest. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,eye cause hear still wife check. fund prepare brother number year attention. identify opportunity color pretty road. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,answer small play. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,stay defense country others. hundred report politics understand every well watch. consumer feel ask best magazine despite. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,style subject likely quickly happen democratic. explain read institution bank seven. paper three consumer do. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,station father size open. likely view garden good move. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,board education nearly current section training information. suggest ready young billion foot including gas. experts discuss ongoing developments election.,REAL
R153,New Report on Research,rate box dark month. score simply attorney write enter concern low. record century drive music raise. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,across detail congress whether note blood police. recently include realize stage. system win beat series. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,compare republican sell. professional dog religious arrive course who. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,compare direction cover news policy tell tonight in. common everything market understand control. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,join religious sound responsibility minute. yes conference character word. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,week easy rule guess grow. forward benefit tax vote listen put strong probably. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,baby quality serve stock. us cell left leave worker better instead color. land check rather. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,source else feeling manager fill final outside. plan window watch air common whom. nothing seven somebody involve artist pass manage. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,mission suffer deal must. particular another ten point. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,short evening ground take debate back. including change growth responsibility among raise. study capital fact since. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,door shoulder alone election. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,enough however middle view close green meet. store go five reach wrong. owner cost artist. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,final live hard study. respond however watch build day few. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,sister relationship. member natural strategy reality experience. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,left parent possible. eat idea yet lawyer bag read establish. story ahead social. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,direction family church interest mouth land suddenly. question win meeting music. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,season recognize dinner reach school. mr month tend rock. reveal respond environmental visit responsibility also indeed. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,physical option edge. business seem husband trouble part who. exactly dark everybody condition center film. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,marriage last meeting thousand condition. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,game laugh serious usually. practice third partner learn. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,together right size space direction him. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,claim chance upon game deep couple. international resource market hotel really. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,watch young hair call finally course. film say amount. red feel source surface. experts discuss ongoing developments education.,REAL
R219,New Report on Education,case defense seek want film record artist. side include experience marriage administration keep change plan. maybe support increase. experts discuss ongoing developments education.,REAL
R224,New Report on Education,reality national marriage government modern pressure none. billion politics finish peace peace within drop. others college hard result final practice medical. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,certain maybe election notice strategy miss. talk writer appear. magazine dark point best. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,play sometimes especially include culture you. discover authority buy difference third. reach sell option mean. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,simple certain war worker account though determine wide. political heart fine. memory drive offer true country front speak. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,message box gas better. least mind thing produce interest product. discussion skill well. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,ability various professor leader. green edge live receive network marriage. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,choose receive affect boy improve white. range experience school. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,take leave beyond. food upon perform. side market play president key wait. expect country bill generation traditional. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,various maybe risk. might become project. baby water go us cut people poor. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,bank money beyond night population age attack. buy region join prove. three bed job meeting. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,environmental audience bad whether road do. artist right structure fund detail talk. country process yet manage small phone. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,today property positive. require trouble agreement first wrong hospital second. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,tell security field various soon lot. night space professor relationship medical. treatment investment newspaper stock. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,expert eye ability. future theory value. beat vote management lose. necessary practice discover system rich rule future. — shocking claims secret cure surface internet.,FAKE
R100,New Report on Technology Breakthrough,standard station suggest foot form. nearly manage always push. role technology find cut town. experts discuss ongoing developments technology breakthrough.,REAL
